State,StCodeAP,StCodeInd,District,DstCodeAP,DstCodeInd,Mandal,MndCodeAP,MndCodeInd
Andhra Pradesh,28,28,Tirupati,26,752,Yerpedu,16,05377
Andhra Pradesh,28,28,Annamayya,24,753,Pileru,25,05386
Andhra Pradesh,28,28,Annamayya,24,753,Pedda Thippasamudram,20,05390
Andhra Pradesh,28,28,Tirupati,26,752,Buchinaidu  Kandriga,29,05380
Andhra Pradesh,28,28,Annamayya,24,753,Kalikiri,26,05387
Andhra Pradesh,28,28,Chittoor,25,554,Rompicherla,01,05373
Andhra Pradesh,28,28,Tirupati,26,752,Renigunta,17,05376
Andhra Pradesh,28,28,Annamayya,24,753,Kurabalakota,22,05389
Andhra Pradesh,28,28,Annamayya,24,753,B.Kothakota,21,05391
Andhra Pradesh,28,28,Annamayya,24,753,Vayalpad,27,05388
Andhra Pradesh,28,28,Tirupati,26,752,Chinnagottigallu,19,05385
Andhra Pradesh,28,28,Tirupati,26,752,Tirupati (Urban),18,05383
Andhra Pradesh,28,28,Tirupati,26,752,Varadaiahpalem,30,05381
Andhra Pradesh,28,28,Tirupati,26,752,K.V.B.Puram,28,05382
Andhra Pradesh,28,28,Annamayya,24,753,Madanapalle,29,05392
Andhra Pradesh,28,28,Chittoor,25,554,Sodam,03,05394
Andhra Pradesh,28,28,Tirupati,26,752,Chandragiri,22,05384
Andhra Pradesh,28,28,Chittoor,25,554,Pulicherla,02,05395
Andhra Pradesh,28,28,Tirupati,26,752,Tirupati (Rural),24,05375
Andhra Pradesh,28,28,Annamayya,24,753,Nimmanapalle,28,05393
Andhra Pradesh,28,28,Tirupati,26,752,Vadamalapeta,25,05399
Andhra Pradesh,28,28,Chittoor,25,554,Somala,19,05412
Andhra Pradesh,28,28,Tirupati,26,752,Ramachandrapuram,23,05398
Andhra Pradesh,28,28,Tirupati,26,752,Satyavedu,32,05402
Andhra Pradesh,28,28,Tirupati,26,752,Pakala,21,05396
Andhra Pradesh,28,28,Chittoor,25,554,Punganur,21,05415
Andhra Pradesh,28,28,Tirupati,26,752,Puttur,26,05407
Andhra Pradesh,28,28,Chittoor,25,554,Chowdepalle,20,05413
Andhra Pradesh,28,28,Tirupati,26,752,Nagalapuram,33,05403
Andhra Pradesh,28,28,Chittoor,25,554,Vedurukuppam,07,05397
Andhra Pradesh,28,28,Chittoor,25,554,Irala,04,05411
Andhra Pradesh,28,28,Annamayya,24,753,Ramasamudram,30,05414
Andhra Pradesh,28,28,Tirupati,26,752,Pichatur,34,05401
Andhra Pradesh,28,28,Chittoor,25,554,Karvetinagar,08,05408
Andhra Pradesh,28,28,Chittoor,25,554,Puthalapattu,05,05410
Andhra Pradesh,28,28,Chittoor,25,554,Nindra,09,05404
Andhra Pradesh,28,28,Tirupati,26,752,Narayanavanam,27,05400
Andhra Pradesh,28,28,Chittoor,25,554,Penumuru,06,05409
Andhra Pradesh,28,28,Chittoor,25,554,Peddapanjani,22,05416
Andhra Pradesh,28,28,Chittoor,25,554,Nagari,11,05406
Andhra Pradesh,28,28,Chittoor,25,554,Thavanampalle,18,05418
Andhra Pradesh,28,28,Chittoor,25,554,Srirangarajapuram,12,05419
Andhra Pradesh,28,28,Chittoor,25,554,Vijayapuram,10,05405
Andhra Pradesh,28,28,Chittoor,25,554,Gangadharanellore,14,05420
Andhra Pradesh,28,28,Chittoor,25,554,Bangarupalem,24,05429
Andhra Pradesh,28,28,Chittoor,25,554,Gangavaram,23,05417
Andhra Pradesh,28,28,Chittoor,25,554,Chittoor,16,05421
Andhra Pradesh,28,28,Chittoor,25,554,Palasamudram,13,05432
Andhra Pradesh,28,28,Chittoor,25,554,Palamaner,25,05422
Andhra Pradesh,28,28,Chittoor,25,554,Yadamarri,17,05430
Andhra Pradesh,28,28,Chittoor,25,554,Baireddipalle,26,05423
Andhra Pradesh,28,28,Chittoor,25,554,Gudipala,15,05431
Andhra Pradesh,28,28,Chittoor,25,554,Venkatagirikota,27,05424
Andhra Pradesh,28,28,Chittoor,25,554,Ramakuppam,28,05428
Andhra Pradesh,28,28,Chittoor,25,554,Santhipuram,29,05425
Andhra Pradesh,28,28,Chittoor,25,554,Gudupalle,30,05426
Andhra Pradesh,28,28,Chittoor,25,554,Kuppam,31,05427
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,G.Madugula,08,04848
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Vararamachandrapuram,17,04733
Andhra Pradesh,28,28,Eluru,11,748,Kukunoor,01,04735
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Kunavaram,18,04731
Andhra Pradesh,28,28,Eluru,11,748,Velairpadu,02,04734
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintur,20,04732
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Nellipaka,19,04730
Andhra Pradesh,28,28,Parvathipuram Manyam,03,743,Seethampeta,05,04770
