State,StCodeAP,StCodeInd,District,DstCodeAP,DstCodeInd,Mandal,MndCodeAP,MndCodeInd,Village,VillCodeAP,VillCodeIn,Shape_Area
Andhra Pradesh,28,28,NTR,13,749,Mylavaram,06,04995,Vedurubidem,013,588935,1.28967439296
Andhra Pradesh,28,28,NTR,13,749,Mylavaram,06,04995,Chandrala,017,588939,11.25986009490
Andhra Pradesh,28,28,NTR,13,749,Mylavaram,06,04995,T.Gannavaram,016,588938,10.34010811280
Andhra Pradesh,28,28,NTR,13,749,Mylavaram,06,04995,Ganapavaram,018,588940,10.89393621770
Andhra Pradesh,28,28,NTR,13,749,G.Konduru,07,05006,Koduru,015,589138,17.00833271010
Andhra Pradesh,28,28,Eluru,11,748,Agiripalle,26,05005,Boddanapalle,015,589115,28.11532263050
Andhra Pradesh,28,28,Eluru,11,748,Agiripalle,26,05005,Adivinekkalam,017,589117,24.10119891650
Andhra Pradesh,28,28,Eluru,11,748,Agiripalle,26,05005,Pothavarappadu,016,589116,8.30828876423
Andhra Pradesh,28,28,Krishna,12,547,Gannavaram,01,05012,Surampalle,002,589227,22.06548956430
Andhra Pradesh,28,28,Krishna,12,547,Gannavaram,01,05012,Vedurupavuluru,014,589239,30.85045091550
Andhra Pradesh,28,28,NTR,13,749,Vijayawada (Rural),16,05011,Nidamanuru,017,589224,5.47600928221
Andhra Pradesh,28,28,Krishna,12,547,Penamaluru,06,05024,Poranki (Rural),003,589509,11.68388209040
Andhra Pradesh,28,28,Krishna,12,547,Penamaluru,06,05024,Penamaluru,005,589513,6.51925336560
Andhra Pradesh,28,28,Krishna,12,547,Penamaluru,06,05024,Vanukuru,009,589506,8.64730114902
Andhra Pradesh,28,28,Krishna,12,547,Kankipadu,05,05023,Madduru,012,589495,9.00732829923
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,Rachapalle,021,586316,21.10890988850
Andhra Pradesh,28,28,Anakapalli,06,744,Golugonda,19,04853,Jammavaram,035,585787,2.44778724427
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Komaralova,019,586341,0.18454387529
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,Makavarapalem,016,586309,1.44084277100
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Yendapalle,010,586277,4.00088874907
Andhra Pradesh,28,28,Anakapalli,06,744,Narsipatnam,18,04854,Duggada,011,585797,2.47237939973
Andhra Pradesh,28,28,Anakapalli,06,744,Golugonda,19,04853,Vadaparthi,034,585786,3.76834377059
Andhra Pradesh,28,28,Anakapalli,06,744,Narsipatnam,18,04854,Vemulapudi,012,585798,17.75574059610
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Mulagapudi Bennavaram,007,585721,5.92850606207
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,Tamaram,022,586315,4.40061689754
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Annavaram,009,586276,3.44440788956
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,Mallavaram,012,586312,3.45199982870
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Kuruvada,001,585714,2.56969016302
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Vootamalla,003,585716,1.34635436157
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,Giduthuru,013,586313,5.18290090559
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Yellavaram Dondapeta,005,585719,14.46345031970
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,G.Koduru,025,586319,16.53569356160
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Chammachinta,002,585715,5.38866696857
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Bapiraju Kothapalle,008,586275,9.42149848817
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Jalluru,011,586278,3.44404242390
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Sunkapuru,012,586279,3.55979264156
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Donkada Agraharam,006,585720,0.60701195851
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Valasampeta,004,585717,6.76964974864
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,P.P.Agraharam,023,586317,2.18019854234
Andhra Pradesh,28,28,Anakapalli,06,744,Narsipatnam,18,04854,Amalapuram,013,585799,11.71341312910
Andhra Pradesh,28,28,Anakapalli,06,744,Narsipatnam,18,04854,Yerakannapalem,014,585800,3.26085212666
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Kotauratla,015,586283,12.91039648400
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Thangedu,013,586280,5.20349362630
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,P.Ramannapalem,014,586281,0.43395184717
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,A.K. Agraharam,011,585718,1.78656951311
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Pottinagannadora Palem,014,585727,1.48282135107
Andhra Pradesh,28,28,Anakapalli,06,744,Makavarapalem,15,04875,Jangalapalli,024,586318,1.76951597907
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,China Jaggampeta,013,585726,2.80920644844
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Nathavaram,012,585725,9.53423933749
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Kalavavoddusarabhavaram,015,585728,1.11363427113
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Lingapuram,007,586284,6.60797342456
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Chowduvada,018,586291,3.93851798432
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Kesavaram Agraharam,010,NA,1.42762121780
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Buradapalle Agraharam,016,585729,1.28120855955
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Bodapalem,002,586285,14.81320229600
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Rajupeta,017,586282,2.81905136678
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Gummidigonda,017,585730,4.52671087950
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Panduru,021,586294,14.05364674890
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Zilledipudi,009,585723,7.15907439946
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Srungavaram,033,585746,6.85186517249
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Vedurupalle,019,585733,2.24411205599
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Kailasapatnam,016,586290,8.87939960447
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Anantha Padmanabhapuram,032,585745,4.72139628019
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Kodavatipudi Agraharam,018,585742,1.83623056524
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Krishnapura Agraharam,020,585731,1.70129678670
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Sarugudu,021,585732,35.60847297180
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Manuyapuratla,031,585744,10.46719027920
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Rajupeta Agraharam,030,585743,3.62385181517
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Krishnambhotla Agraharm,006,NA,1.25285658046
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Mallubhupala Patnam,034,585747,8.91398607215
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Gottivada,020,586293,2.22708752317
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Golugondapeta,029,585734,6.93122162539
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Pippallakothapalle,003,586286,13.74176625730
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Thadaparthi Jaggampeta,019,586292,10.16037768380
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,P.B. Bhoopati Agraharam,038,585750,1.08843820914
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Kodavatipudi,005,586288,11.47798897800
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Gunupudi,027,585735,7.16235449200
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Veerabhoopati Agraharam,039,585751,1.03669529904
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Yerakabhoopatiagraharam,037,585749,1.08250555356
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Gannavaram,035,585752,6.40753744664
Andhra Pradesh,28,28,Anakapalli,06,744,Kotauratla,21,04874,Chinaboddepalle,004,586287,14.21677746420
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Pichchiganti Kothagudam,024,585738,6.50568785270
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Sarabhoopala Patnam,026,585740,1.64344117937
Andhra Pradesh,28,28,Anakapalli,06,744,Nathavaram,20,04852,Dharamavaram Agraharam,022,585736,5.26147817571
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Rebaka,003,586430,13.25179624670
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Dosalapadu,002,586429,5.77532667359
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Cheedika,001,586428,9.96519262088
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Bodugallam,005,586432,3.96490740129
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Pedadoddigallu,004,586431,2.25010856036
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Mukundarajupeta,011,586427,0.84719568518
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,G.Jagannadhapuram,012,586426,3.98691590846
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Ramanayyapeta,009,586436,1.12483796305
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Nakkapalle,023,586455,4.27353010146
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Chinadoddigallu,008,586435,10.68520178170
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Donkada,013,586425,3.91328079084
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Chittibatla Agraharam,006,586433,3.29188730566
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Gullipadu,010,586437,2.19619708562
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Chukalavarilakshmipuram,025,586448,10.33493027830
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Upmaka Agraharam,024,586447,7.02477713090
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Nayampudi,007,586434,1.05734213470
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Godicherla,016,586438,11.93568554960
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Uddandapuram,017,586441,5.16457205773
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Chinarambhadrapuram,015,586439,4.58421129459
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Devavaram,014,586440,4.39814519698
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Kagita,022,586446,3.66874900564
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Vempadu,021,586445,18.38483109020
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Nallamallipalem,028,586451,4.98077802802
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Pedateenarla,031,586454,9.41038153632
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Nellipudi,018,586442,7.99646440567
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Rajauyyapeta,030,586453,5.21645400489
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Chandanada,027,586450,6.79640788235
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Buchirajupeta,029,586452,0.18537880494
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Donivanilakshmipuram,020,586444,6.81391936974
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,Gunupudi,019,586443,4.84007809917
Andhra Pradesh,28,28,Anakapalli,06,744,Nakkapalle,23,04880,N. Narasapuram,026,586449,0.42892103085
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Gytulapalem,015,NA,1.22702210592
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,P.S. Bonangi,016,586162,1.67080768414
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Mallavaram,011,586372,3.28735831552
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Rajupeta Agrm.,009,586374,1.02760498648
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,Kalapaka,022,586168,6.01648701949
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Purushotthampuram,017,586359,0.57168514645
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Gobburu,021,586335,1.51510627168
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Haripalem,004,586383,3.32302076241
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,Payakarao Bonangi,017,586163,1.14400471939
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Kumarapuram,020,586349,1.92555695607
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Narasapuram,013,586332,1.86687247489
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,P. Anandapuram,019,586358,1.51312225320
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Gobburupalem,022,586334,0.88705467004
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,Ravada,020,586166,13.51386043470
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Nagavaram,010,586375,4.87011512240
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Iruvada,015,586390,4.69293794500
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Chintalapalem,024,586345,1.72317973023
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Andalapalli,010,586385,3.88141519445
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Zattapureddituni,025,586344,1.46372082929
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Jaggannapeta,005,586379,0.69437425816
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Narasingabilly,020,586342,3.24993420278
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Yerravaram,008,586378,3.90360161670
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,Swayambuvaram,021,586167,3.60631454215
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Ameensahebpeta,023,586333,2.14769079070
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Uppavaram,007,586377,5.55021413254
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Kondakarla,009,586384,4.37777638574
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Melupaka,024,586353,7.07095239807
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Somavaram,026,586346,1.93676748833
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Ganaparti,022,586351,2.49534508619
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Nutuaguntapalem,028,586343,4.39265407131
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Cheemalapalli,011,586386,4.44032207202
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Somavaram,012,586387,4.95046432766
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Melupakajagannadhapuram,006,586376,1.92604516744
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,Cheepurupalle (West),023,586169,12.93742734360
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Cherlopalem,027,586355,5.55849273719
Andhra Pradesh,28,28,Anakapalli,06,744,Kasimkota,10,04876,Yenugutuni,027,586347,1.88086179099
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Dopperla,014,586389,6.12794116558
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Gangamambapuraagraharam,016,586391,2.01552001074
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Veduruvada,025,586400,7.19555983451
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Nadimpalli,018,586393,3.07468408110
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Nunaparthi,017,586392,4.18495589707
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Madakapalem,025,586354,2.53109123079
Andhra Pradesh,28,28,Anakapalli,06,744,Munagapaka,11,04877,Narendrapuram,028,586356,3.26689647396
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Chodapalli,024,586399,2.82431388898
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Jagannadhapuraagraharam,013,586388,0.58623877534
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Maduthuru,021,586396,9.58268938651
Andhra Pradesh,28,28,Anakapalli,06,744,Paravada,04,04870,Cheepurupalle (East),024,586170,15.01745162370
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Ravipalem,019,586394,3.02899809676
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Bhogapuram,023,586398,1.93577637589
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Duppituru,028,586403,7.57848079021
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Dosuru,020,586395,8.91084385343
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Janguluru,022,586397,2.86860763117
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Tantadi,034,586409,6.88022870506
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Maruturu,027,586402,3.27129439665
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Jogannapalem,033,586408,1.14214136269
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Chippada,032,586407,6.17835805772
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Uddapalem,029,586404,0.75412285226
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Dibbapalem,026,586401,1.98132114742
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Thallapalem,030,586406,0.69744769995
Andhra Pradesh,28,28,Anakapalli,06,744,Atchutapuram,12,04878,Pudimadaka,031,586405,2.08803610334
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Goppilivalasa,015,583852,0.09933534261
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Karakavalasa,006,583865,0.53276416502
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Chamadapadu,016,583854,0.11301076474
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Malinguvalasa,007,583867,1.04679950951
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Demudu Valasa,012,583862,0.83293104950
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Sovva,011,583864,1.52860735708
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Koranjiguda,010,583871,0.81113975233
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Chinakaguvalasa,004,583850,0.14121030164
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Sagirivalasa,008,583868,0.09095232878
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kamalabanda,026,583869,0.70994735829
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kiridivalasa,001,583847,0.08613295143
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kuda,027,583870,0.20323920845
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Vasabanda,028,583872,1.08671282208
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Sagara,025,583874,0.13839754626
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Gorapur,029,583873,0.18485637821
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Ombi,037,583882,0.26667063194
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Araku Valley,04,04844,Bandapanuvalasa,130,584032,0.21335590764
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kujabangi,052,583884,1.60782607804
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Ujjangi,036,583881,1.77027146898
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Pothangi,041,583899,3.25516283106
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kutti,057,583886,0.37591305942
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kinjeru,038,583883,1.28487155788
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Rangilisingi,056,583885,2.72280460024
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Araku Valley,04,04844,Varra,131,584033,1.89436002209
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Livitiputtu,047,583904,0.76543450196
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Paridi,040,583898,0.20375387320
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Munsiri,050,583894,0.21576476397
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Dathuru,058,583887,1.96350667262
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Guntaseema,059,583890,6.63994178303
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Uyyalaputtu,070,583914,0.43624873935
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Billaputtu,067,583910,2.48129651828
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Arama,062,583906,0.15562072772
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kithalangi,074,583919,3.03655197412
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Kinchumanda,068,583912,5.46104218998
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Ranginiguda,064,583908,0.34173072905
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Thutangi,060,583888,0.22065049539
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Vayya,075,583920,1.76500586194
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Jurripadu,065,583911,0.80754141589
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Dumbriguda,03,04843,Korra,082,583926,4.83349589227
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Boddaputtu,027,585160,1.03623521010
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Egajamba,002,585130,0.17139838303
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Kitumulu,026,585159,0.11099021528
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Gorrelametta,034,585167,0.12522152522
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Etikabedda,018,585149,0.05164316785
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Korukonda,009,585263,0.62186145375
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Tammingula,038,585173,2.64439160611
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Kudumulu,013,585141,0.95875081201
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Kudumsari,017,585145,1.24305533440
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Kotagunnalu,173,585147,3.01052203951
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Vanthalapadu,049,585188,0.98100385744
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Kummarivanchula,059,585198,1.45254343094
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Somavaram,043,585181,0.08786462471
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Annavaram,058,585197,2.64168547908
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Panasalapadu,050,585189,2.08249282862
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Gochapalli,052,585191,0.99642818199
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Godugurallametta,053,585193,0.64500652164
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Meduru,061,585200,3.45780054546
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Regallu,070,585209,2.82445353519
Andhra Pradesh,28,28,Alluri Sitharama Raju,04,745,Chintapalle,09,04849,Lothugedda,060,585199,0.75685222647
Andhra Pradesh,28,28,Anakapalli,06,744,Madugula,08,04857,Tatiparthi,002,585874,3.63704415827
Andhra Pradesh,28,28,Anakapalli,06,744,Madugula,08,04857,Sankaram,001,585873,17.82845295240
